,,,,,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
182,SAU,Saudi Arabia,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,"-354,370,500","-55,491,840","-1,842,664,000","-1,225,352,000","-284,283,700","-396,600,600","-90,778,460","-211,792,000","2,850,481,000","526,040,300","1,356,981,000","7,849,667,000","12,846,050,000","10,238,920,000","10,662,220,000","10,611,800,000","9,848,001,000","9,725,334,000","9,402,667,000","7,968,000,000","6,757,334,000","5,426,134,000","3,903,200,000","1,470,400,000","2,799,733,000","2,442,933,000","2,780,800,000","2,764,800,000","2,920,560,000","479,466,700","-519,566,700","-210,506,700","-1,300,533,000","477,786,700","432,069,400","3,834,980,000","6,396,531,000","10,027,470,000"
183,SEN,Senegal,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,"-49,853,620","-75,823,710","-60,933,120","-54,257,640","-75,867,740","-79,164,490","-98,447,770","-96,713,140","-97,776,590","-99,457,820","-123,353,200","-103,057,700","-125,871,400","-151,994,800","-171,798,900","-162,503,600","-129,028,800","-90,568,500","-76,579,630","-79,494,970","-101,151,900","-124,277,700","-74,199,620","-71,886,590","-87,925,830","-119,243,300","-111,440,500","-104,792,600","-129,980,700","-136,152,700","-130,694,700","-89,554,220","-63,437,800","-73,837,790",
184,SRB,Serbia,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-829,055,300","-1,347,858,000"
185,SYC,Seychelles,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,"-2,075,784","-3,388,552","-3,754,063","-2,727,525","-1,776,743","-2,593,964","-3,936,256","-4,752,149","-5,723,329","-5,928,422","-8,494,990","-13,975,430","-17,442,400","-10,949,690","-13,266,660","-10,804,180","-9,219,964","-17,099,190","-11,748,750","-19,655,710","-15,041,300","-12,274,730","-19,871,000","-23,832,100","-33,292,710","-29,234,450","-67,995,080","-43,193,590","-33,688,480","-40,069,100","-43,622,490","-71,069,790",
186,SLE,Sierra Leone,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,"-14,915,000","-33,522,970","-42,006,770","-21,892,920","-36,925,810","-35,049,880","-20,951,240","-32,388,660","7,869,217","127,457,100","-63,081,320","4,799,412","-39,652,700","-71,107,800","-9,200,114","-8,326,696","-3,283,412","-55,565,860","-29,608,890","-11,577,520","-7,893,060","-20,470,920","-7,896,209","-5,198,017","-10,462,630","-2,858,963","-15,015,000","-67,030,500","-50,911,430","-39,660,120","-104,275,500","-75,227,500"
187,SGP,Singapore,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,"-16,000,000","-100,514,100","-154,706,900","34,580,190","-40,067,320","-83,627,120","-25,945,190","-43,687,030","-429,196,900","-551,902,600","-425,696,000","-89,917,420","351,134,900","594,050,400","443,645,000","36,847,400","387,790,800","792,612,900","1,006,326,000","756,967,900","1,547,914,000","194,765,300","1,560,581,000","2,133,239,000","878,272,400","3,821,375,000","2,372,428,000","1,757,154,000","-742,185,200","-208,905,100","-1,900,995,000","-2,254,929,000","-6,465,339,000","-5,648,230,000","-5,009,461,000","-11,521,390,000","-4,969,111,000"
188,SVK,Slovak Republic,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-38,337,580","-120,015,500","-13,775,880","-46,753,360","-123,241,400","-157,933,600","-299,373,600","-355,054,100",,"-448,751,800","-118,871,800","-2,181,467,000","-1,984,827,000","-2,092,389,000","-3,288,476,000","-3,344,269,000"
189,SVN,Slovenia,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-38,400,000","-51,500,000","170,900,000","201,400,000","153,100,000","75,000,000","56,200,000","63,600,000","26,300,000","19,200,000","-149,100,000","-231,800,000","-392,800,000","-362,800,000","-506,457,200","-1,083,888,000","-1,532,541,000"
190,SLB,Solomon Islands,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,"-1,963,694","-3,910,626","-4,102,830","-3,433,837","-4,619,128","-14,942,870","-3,907,299","-8,855,897","-8,358,305","-8,793,175","-5,064,944","-5,914,442","-7,737,266","-8,547,351","-7,892,758","-5,259,446","-9,024,772","-9,904,033","-3,921,282","-2,916,729","-6,752,988","-7,066,032","-8,474,709","-7,890,941","-16,927,990","-4,205,206","107,293","-7,504,925","-3,430,576","2,197,339","1,620,257","5,859,809",,
191,SOM,Somalia,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,"2,223,987","3,526,609","2,478,157","-873,709","-8,069,897","-6,018,409","-4,664,430","-12,694,370","-25,542,550","-60,308,070","-52,001,020","-60,594,130","-84,399,460",,,,,,,,,,,,,,,,,,,
192,ZAF,South Africa,BN.GSR.FCTY.CD,Net income (BoP current US$),"-330,399,900","-372,399,800","-323,399,900","-323,399,900","-375,199,800","-415,799,800","-433,999,800","-449,399,800","-516,599,800","-599,199,700","-663,599,700","-655,750,300","-699,997,100","-926,337,900","-1,248,643,000","-1,551,500,000","-1,501,900,000","-1,737,650,000","-1,952,700,000","-2,341,238,000","-3,343,074,000","-3,581,131,000","-3,131,037,000","-3,353,971,000","-3,002,058,000","-2,597,319,000","-2,960,751,000","-3,113,915,000","-3,202,381,000","-3,371,873,000","-4,270,890,000","-3,209,588,000","-2,941,059,000","-2,656,592,000","-2,422,050,000","-2,875,000,000","-3,117,270,000","-3,213,486,000","-3,185,049,000","-3,208,493,000","-3,184,442,000","-3,786,681,000","-2,796,405,000","-4,590,495,000","-4,317,832,000","-4,928,985,000","-5,158,900,000","-9,843,726,000","-9,132,118,000"
193,ESP,Spain,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,"-171,168,300","-450,654,500","-662,064,600","-972,167,100","-975,796,200","-1,362,026,000","-2,183,916,000","-2,159,498,000","-2,333,145,000","-2,256,701,000","-1,688,760,000","-1,822,247,000","-2,576,499,000","-3,308,233,000","-2,768,341,000","-3,532,766,000","-4,269,242,000","-5,790,512,000","-3,611,461,000","-7,770,098,000","-5,402,265,000","-7,455,319,000","-7,424,774,000","-8,586,832,000","-9,530,835,000","-6,848,876,000","-11,265,730,000","-11,658,000,000","-11,700,960,000","-15,038,320,000","-21,255,820,000","-26,243,980,000","-41,460,260,000","-49,585,440,000"
194,LKA,Sri Lanka,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,"-18,409,720","-20,209,220","-15,788,030","-15,033,840","-15,346,350","-25,597,620","-95,823,370","-93,980,080","-137,061,900","-133,825,300","-126,803,800","-137,926,000","-141,481,600","-172,077,000","-162,644,500","-166,767,700","-177,939,200","-178,027,700","-122,946,700","-168,127,400","-137,266,200","-203,067,200","-159,591,700","-180,343,700","-252,607,600","-299,852,000","-266,690,000","-252,490,000","-171,710,000","-203,530,000","-299,524,000","-388,400,000","-357,750,000","-972,400,000"
195,KNA,St. Kitts and Nevis,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,"-1,244,445","-1,044,444","600,000","1,100,000","100,000","-1,300,000","-1,688,889","-1,762,963","-4,122,222","-9,166,667","-4,459,260","-7,007,408","-10,688,890","-11,900,000","-13,007,410","-10,959,260","-15,588,890","-19,581,480","-25,355,560","-28,455,560","-30,107,410","-34,585,180","-38,063,020","-43,757,460","-38,901,630","-35,138,330","-32,339,810","-31,792,190","-10,556,400"
196,LCA,St. Lucia,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,"202,702","900,000","800,000","400,000","300,000","600,000","-1,200,000","-811,111","-3,200,000","-3,300,000","-4,814,815","-5,037,037","-10,814,820","-10,592,590","-26,192,590","-29,648,150","-28,774,070","-33,781,480","-33,362,960","-38,992,590","-34,300,000","-36,051,850","-42,296,300","-41,922,220","-44,600,000","-46,984,080","-36,321,820","-50,836,780","-68,990,350","-72,509,930","-55,720,460","-67,976,380","-72,381,970"
197,VCT,St. Vincent and the Grenadines,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,"-600,000","-900,000","-700,000","-2,700,000","-2,300,000","-3,000,000","-2,900,000","-8,444,444","-4,259,260","-11,259,260","-6,851,852","-11,044,440","-11,359,260","-8,270,371","-8,214,815","-11,811,110","-11,437,040","-8,996,296","-12,629,630","-13,714,820","-19,459,260","-19,174,070","-16,483,330","-17,602,840","-23,833,000","-28,509,300","-26,773,370","-24,194,240","-20,880,370","-20,637,640"
198,SDN,Sudan,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,"-82,421,800","-60,372,950","-75,100,000","-47,200,000","-102,460,900","-149,240,200","-201,960,200","-153,592,700","-101,332,500","-85,348,190","-86,972,370","-86,798,480","-110,475,300","-135,645,700","-126,444,600","-93,460,330","-20,200,000","-14,300,000","-3,000,000","5,620,000","11,600,000","3,100,000","-104,100,000","-575,000,000","-554,100,000","-608,770,000","-869,220,000","-1,112,690,000","-1,361,810,000","-2,014,010,000","-2,253,137,000","-3,013,050,000"
199,SUR,Suriname,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,"-71,700,000","-66,300,000","-80,300,000","-35,400,000","20,800,000","12,100,000","-19,900,000","2,500,000","-900,000","-5,400,000","-8,200,000","-15,100,000","-11,300,000","-15,200,000","-20,000,000","-13,300,000","-6,200,000","-3,800,000","-2,600,000","2,700,000","-2,600,000","-500,000","300,000","6,000,000","-107,600,000","-42,300,000","-48,500,000","-62,900,000","-40,400,000","-51,600,000","8,200,000","20,700,000"
200,SWZ,Swaziland,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,"-33,849,560","-9,871,431","575,000","2,875,000","-4,485,000","7,483,980","5,264,577","20,195,260","14,459,170","39,404,000","39,517,990","38,957,840","15,535,890","9,037,180","43,677,780","2,821,544","58,979,930","69,785,590","83,134,230","47,919,640","-16,522,200","80,552,020","132,098,800","138,081,700","56,406,290","97,710,540","51,316,690","92,949,840","2,400,304","-43,186,450","2,602,370","178,287,800","13,989,970","63,774,600",
201,SWE,Sweden,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,"7,732,143","-23,410,500","-29,396,840","2,289,771","-11,262,720","-52,627,480","-172,195,300","-450,733,300","-659,397,300","-747,244,100","-1,379,774,000","-2,108,562,000","-1,728,351,000","-1,836,729,000","-1,888,746,000","-1,977,037,000","-2,044,915,000","-1,563,575,000","-1,793,145,000","-2,333,514,000","-4,473,272,000","-6,398,535,000","-10,038,620,000","-9,133,918,000","-5,919,090,000","-6,473,304,000","-8,302,970,000","-6,109,386,000","-5,785,267,000","-3,420,054,000","-2,063,182,000","-2,851,655,000","-1,025,498,000","296,848,900","21,559,310","2,784,545,000","7,430,587,000","11,088,000,000","10,813,780,000"
202,CHE,Switzerland,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,"2,542,100,000","3,254,988,000","3,996,452,000","4,186,289,000","4,693,923,000","4,526,480,000","4,341,775,000","4,964,073,000","4,953,350,000","5,756,798,000","6,773,777,000","8,866,261,000","7,394,593,000","7,877,504,000","7,879,265,000","7,335,917,000","8,240,161,000","6,861,045,000","10,707,930,000","11,602,170,000","15,305,040,000","17,071,510,000","17,881,930,000","19,186,980,000","11,891,460,000","9,307,320,000","24,271,760,000","25,241,360,000","34,022,370,000","33,199,060,000","2,749,806,000","-37,311,360,000"
203,SYR,Syrian Arab Republic,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,"110,850,000","616,300,000","890,200,000","784,800,000","418,900,000","259,400,000","254,800,000","223,800,000","239,600,000","195,800,000","-100,000,000","-78,600,000","-293,100,000","-400,800,000","-681,300,000","-595,500,000","-632,000,000","-359,000,000","-560,000,000","-483,000,000","-585,000,000","-470,000,000","-543,000,000","-879,000,000","-783,000,000","-925,000,000","-857,000,000","-729,000,000","-863,000,000","-935,000,000","-689,209,000",
204,TJK,Tajikistan,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-41,128,400","-70,301,800","-57,538,400","-40,777,400","-63,923,600","-50,742,900","-52,480,000"
205,TZA,Tanzania,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,"-18,264,790","-20,749,870","-5,705,357","-8,641,017","-13,542,210","-21,367,760","-24,894,610","-27,452,320","-87,736,190","-97,915,090","-99,430,380","-158,711,000","-185,227,400","-177,056,500","-185,044,400","-184,543,200","-228,619,900","-150,971,900","-122,500,400","-110,266,600","-55,110,840","-123,297,200","-101,835,300","-105,100,100","-130,100,200","-152,303,800","-88,832,920","-138,531,300","-113,539,100","-104,055,700","-64,082,560","-58,124,100","-91,936,030"
206,THA,Thailand,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,"10,991,560","-53,676,200","-38,137,060","-148,224,200","-277,865,200","-229,305,800","-502,425,200","-514,562,600","-227,085,800","-440,240,300","-597,129,700","-816,710,000","-829,672,300","-894,373,100","-780,518,300","-853,387,600","-1,075,393,000","-1,707,724,000","-1,406,247,000","-1,730,798,000","-2,113,630,000","-3,385,334,000","-3,480,238,000","-3,567,137,000","-2,990,957,000","-1,381,297,000","-2,457,156,000","-3,663,359,000","-4,973,236,000","-6,120,417,000","-7,173,503,000","-6,702,448,000","-7,376,164,000","-10,003,270,000"
207,TMP,Timor-Leste,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,TGO,Togo,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,"398,829","-4,857,384","-3,921,314","-13,240,820","-20,455,930","-21,840,750","-39,932,880","-27,781,100","-42,348,560","-43,139,500","-38,802,480","-37,966,630","-41,991,780","-47,175,620","-49,629,300","-39,832,820","-32,468,390","-28,971,290","-27,201,450","9,189,067","-44,868,140","-33,611,240","-26,444,990","-28,833,100","-23,342,590","-38,375,890","-29,075,410","-29,328,610","-21,597,210","-23,501,360","-33,485,730","-35,287,700","-38,125,300","-30,372,020",
209,TON,Tonga,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,"248,692","423,584","193,151","186,823","293,231","436,261","335,972","1,385,013","2,490,341","1,550,817","3,960,658","4,310,265","3,092,627","2,249,573","2,536,977","3,865,765","3,816,921","3,601,237","2,765,647","4,286,513","2,500,834","3,032,859","3,173,929",,,,,,,,"3,409,278","2,820,008","3,766,827","-1,901,307","6,020,839","8,181,565","7,384,568",
210,TTO,Trinidad and Tobago,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,"-81,528,340","-103,457,300","-186,208,300","-71,291,660","-247,666,700","-305,583,300","-198,416,700","75,125,000","-137,208,300","-324,708,300","-349,387,700","-210,583,300","-274,888,900","-301,970,700","-377,647,100","-396,776,500","-442,070,600","-448,094,100","-325,821,100","-412,055,600","-390,060,400","-514,016,000","-381,193,600","-341,282,200","-399,900,000","-628,500,000","-539,300,000","-479,800,000","-680,900,000","-397,300,000","-760,000,000","-935,800,000","-963,700,000",
211,TUN,Tunisia,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,"-165,588,000","-179,508,100","-211,451,600","-260,786,700","-259,288,600","-301,739,000","-294,572,000","-268,133,400","-253,593,600","-360,696,800","-363,966,500","-427,194,400","-465,141,100","-448,741,900","-455,408,000","-552,658,900","-544,981,700","-555,919,900","-674,210,000","-715,834,000","-964,651,700","-862,639,300","-856,220,800","-888,532,900","-941,866,000","-849,996,100","-884,624,400","-956,414,300","-1,140,777,000","-1,478,457,000","-1,389,230,000","-1,766,095,000","-2,267,109,000"
212,TUR,Turkey,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,"-177,000,000","-164,000,000","-300,000,000","-341,000,000","-440,000,000","-976,000,000","-1,118,000,000","-1,426,000,000","-1,488,000,000","-1,466,000,000","-1,503,000,000","-1,553,000,000","-1,877,000,000","-2,085,000,000","-2,513,000,000","-2,327,000,000","-2,508,000,000","-2,663,000,000","-2,625,000,000","-2,745,000,000","-3,264,000,000","-3,204,000,000","-2,927,000,000","-3,013,000,000","-2,985,000,000","-3,537,000,000","-4,002,000,000","-5,000,000,000","-4,554,000,000","-5,557,000,000","-5,609,000,000","-5,875,000,000","-6,691,000,000","-7,143,000,000","-7,964,000,000"
213,TKM,Turkmenistan,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,730,000","84,910,000",,,,,,,,,,,
214,UGA,Uganda,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,"-7,369,700","-12,398,570","-26,296,620","-50,937,300","-36,856,290","-19,502,150","-35,967,060","-18,010,300","-25,210,150","-23,320,590","-47,800,000","-73,870,000","-84,200,000","-58,940,000","-57,200,000","-95,600,000","-49,500,000","-15,230,000","-9,200,000","-127,400,000","-112,400,000","-165,269,000","-123,799,200","-143,212,400","-293,092,300","-249,101,400","-239,068,100","-248,744,300","-288,326,500"
215,UKR,Ukraine,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-344,000,000","-434,000,000","-571,000,000","-644,000,000","-871,000,000","-869,000,000","-942,000,000","-667,000,000","-604,000,000","-581,000,000","-645,000,000","-985,000,000","-1,722,000,000","-659,000,000","-1,540,000,000"
216,ARE,United Arab Emirates,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,GBR,United Kingdom,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,"1,430,399,000","1,339,543,000","1,497,600,000","3,253,677,000","3,529,924,000","1,958,990,000","2,792,008,000","459,035,700","1,544,634,000","2,562,589,000","-418,166,400","2,539,393,000","2,525,795,000","4,290,589,000","5,727,340,000","2,884,744,000","6,806,726,000","1,376,339,000","1,328,509,000","-1,216,482,000","-5,153,565,000","-5,943,275,000","275,129,700","-283,979,900","5,110,501,000","3,393,033,000","763,295,200","5,374,229,000","20,435,740,000","1,443,584,000","5,156,497,000","17,600,640,000","31,884,820,000","34,088,550,000","37,066,360,000","42,109,770,000","19,420,060,000","48,921,560,000","75,371,630,000"
218,USA,United States,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,"6,680,000,000","7,900,000,000","8,920,001,000","12,830,000,000","15,520,000,000","12,790,000,000","15,970,000,000","17,730,000,000","20,310,000,000","30,940,000,000","29,580,000,000","32,390,000,000","29,180,000,000","30,813,000,000","29,999,000,000","19,787,000,000","15,481,000,000","14,293,000,000","18,675,000,000","19,800,000,000","28,560,000,000","24,130,000,000","24,236,000,000","25,339,000,000","17,134,000,000","20,899,300,000","22,324,800,000","12,624,800,000","4,280,100,000","13,888,200,000","21,055,400,000","31,723,310,000","27,397,200,000","45,307,280,000","67,219,030,000","72,355,710,000","48,085,800,000","90,843,300,000","118,232,900,000"
219,URY,Uruguay,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,"-76,800,000","-54,900,000","-100,100,000","-73,800,000","-196,800,000","-296,000,000","-361,600,000","-350,900,000","-291,700,000","-301,800,000","-324,300,000","-348,900,000","-321,300,000","-232,400,000","-187,100,000","-192,400,000","-242,600,000","-227,000,000","-188,700,000","-192,700,000","-197,900,000","-143,800,000","-60,709,260","-67,822,720","108,633,900","-488,407,800","-587,989,800","-494,155,500","-428,313,200","-515,882,300","-626,605,100"
220,UZB,Uzbekistan,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,VUT,Vanuatu,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,"-21,110,620","-17,208,820","-19,122,540","-13,486,150","-8,145,117","-20,717,070","-17,609,020","-5,757,326","-1,400,630","-24,297,560","-29,950,420","-28,526,870","-37,419,850","-36,713,040","-31,728,280","-30,275,930","-8,284,983","-5,091,769","-12,966,380","-4,001,494","-11,529,440","-14,392,110","-18,717,700","-26,010,870","-20,113,110","-24,740,990",
222,VEN,Venezuela RB,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,"-553,000,000","-738,000,000","-480,000,000","-688,000,000","-637,000,000","100,000,000","208,000,000","88,000,000","38,000,000","-3,000,000","329,000,000","574,000,000","-1,530,000,000","-2,113,000,000","-2,062,000,000","-2,233,000,000","-1,602,000,000","-1,619,000,000","-1,771,000,000","-2,368,000,000","-774,000,000","-598,000,000","-1,746,000,000","-1,715,000,000","-1,904,000,000","-1,943,000,000","-1,725,000,000","-2,517,000,000","-2,534,000,000","-1,453,000,000","-1,388,000,000","-2,020,000,000","-2,756,000,000","-2,337,000,000","-3,673,000,000","-2,265,000,000","-1,045,000,000","2,467,000,000","698,000,000"
223,VNM,Vietnam,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-384,000,000","-543,000,000","-677,000,000","-429,000,000","-451,000,000","-477,000,000","-721,000,000","-811,000,000","-891,000,000","-1,205,000,000","-1,429,000,000","-2,190,000,000","-4,400,000,000"
224,VIR,Virgin Islands (U.S.),BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,WBG,West Bank and Gaza,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-23,200,000","-42,400,000",,"607,100,000","578,000,000","651,255,000","901,453,000","937,141,800","824,200,800","485,325,200","381,057,200","449,631,900","425,222,600","566,771,100","646,222,000","733,740,600",
226,YEM,Yemen Rep.,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-371,500,000","-485,600,000","-417,200,000","-408,200,000","-531,900,000","-561,000,000","-633,900,000","-601,000,000","-344,400,000","-695,600,000","-777,110,500","-690,913,000","-765,618,100","-909,392,300","-1,346,454,000","-1,612,460,000","-1,234,317,000","-1,350,185,000","-1,915,322,000"
227,ZMB,Zambia,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,,"-153,700,000","-169,500,000","-205,000,000","-109,600,000","-188,300,000","-238,100,000","-182,600,000","-410,400,000","-352,300,000","-327,800,000","-600,700,000","-507,700,000","-437,400,000","-685,800,000",,,,,,"-248,800,000","-214,200,000","-133,700,000","-164,300,000","-139,700,000","-148,200,000","-144,600,000","-349,800,000","-595,200,000","-1,168,320,000","-1,486,120,000","-1,398,480,000"
228,ZWE,Zimbabwe,BN.GSR.FCTY.CD,Net income (BoP current US$),,,,,,,,,,,,,,,,,,"-66,841,730","-54,149,620","-69,292,730","-61,127,130","-117,893,400","-210,562,800","-185,241,200","-115,790,700","-129,044,600","-189,115,600","-195,374,400","-216,538,500","-210,073,000","-263,347,800","-251,914,300","-276,270,600","-252,049,800","-293,652,400",,,,,,,,,,,,,,
